metID,metName,metFormula,MW
MGlcn162_rl,"released mucin-type O-glycan No 162","C67H110N5O48",1752.6320254178
MGlcn163,"mucin-type O-glycan No 163","C36H60N3O25X",934.3515894941
MGlcn163_rl,"released mucin-type O-glycan No 163","C36H61N3O26",951.3543291483
MGlcn164,"mucin-type O-glycan No 164","C55H89N5O38X",1427.5185535227
MGlcn164_rl,"released mucin-type O-glycan No 164","C55H90N5O39",1444.5212931769
MGlcn165,"mucin-type O-glycan No 165","C55H89N5O38X",1427.5185535227
MGlcn165_rl,"released mucin-type O-glycan No 165","C55H90N5O39",1444.5212931769
MGlcn166,"mucin-type O-glycan No 166","C44H73N4O30X",1137.4309620271
MGlcn166_rl,"released mucin-type O-glycan No 166","C44H74N4O31",1154.4337016813
MGlcn167,"mucin-type O-glycan No 167","C63H102N6O43X",1630.5979260557
MGlcn167_rl,"released mucin-type O-glycan No 167","C63H103N6O44",1647.6006657099
MGlcn168,"mucin-type O-glycan No 168","C63H102N6O43X",1630.5979260557
MGlcn168_rl,"released mucin-type O-glycan No 168","C63H103N6O44",1647.6006657099
MGlcn169,"mucin-type O-glycan No 169","C63H102N6O43X",1630.5979260557
MGlcn169_rl,"released mucin-type O-glycan No 169","C63H103N6O44",1647.6006657099
MGlcn17,"mucin-type O-glycan No 17","C72H119N6O49X",1851.700439334
MGlcn17_rl,"released mucin-type O-glycan No 17","C72H120N6O50",1868.7031789882
MGlcn170,"mucin-type O-glycan No 170","C52H86N5O35X",1340.5103345601
MGlcn170_rl,"released mucin-type O-glycan No 170","C52H87N5O36",1357.5130742143
MGlcn171,"mucin-type O-glycan No 171","C52H86N5O35X",1340.5103345601
MGlcn171_rl,"released mucin-type O-glycan No 171","C52H87N5O36",1357.5130742143
MGlcn172,"mucin-type O-glycan No 172","C48H80N3O34X",1242.462321735
MGlcn172_rl,"released mucin-type O-glycan No 172","C48H81N3O35",1259.4650613892
MGlcn173,"mucin-type O-glycan No 173","C42H70N3O30X",1096.4044129256
MGlcn173_rl,"released mucin-type O-glycan No 173","C42H71N3O31",1113.4071525798
MGlcn174,"mucin-type O-glycan No 174","C49H79N5O33X",1265.4657300912
MGlcn174_rl,"released mucin-type O-glycan No 174","C49H80N5O34",1282.4684697454
MGlcn175,"mucin-type O-glycan No 175","C38H63N4O25X",975.3781385956
MGlcn175_rl,"released mucin-type O-glycan No 175","C38H64N4O26",992.3808782498
MGlcn176,"mucin-type O-glycan No 176","C61H99N5O42X",1573.5764623321
MGlcn176_rl,"released mucin-type O-glycan No 176","C61H100N5O43",1590.5792019863
MGlcn177,"mucin-type O-glycan No 177","C50H83N4O34X",1283.4888708365
MGlcn177_rl,"released mucin-type O-glycan No 177","C50H84N4O35",1300.4916104907
MGlcn178,"mucin-type O-glycan No 178","C66H105N6O46X",1717.6061450183
MGlcn178_rl,"released mucin-type O-glycan No 178","C66H106N6O47",1734.6088846725
MGlcn179,"mucin-type O-glycan No 179","C69H112N6O47X",1776.6558348651
MGlcn179_rl,"released mucin-type O-glycan No 179","C69H113N6O48",1793.6585745193
MGlcn18,"mucin-type O-glycan No 18","C44H73N4O30X",1137.4309620271
MGlcn18_rl,"released mucin-type O-glycan No 18","C44H74N4O31",1154.4337016813
MGlcn180,"mucin-type O-glycan No 180","C58H96N5O39X",1486.5682433695
MGlcn180_rl,"released mucin-type O-glycan No 180","C58H97N5O40",1503.5709830237
MGlcn181,"mucin-type O-glycan No 181","C74H118N7O51X",1920.6855175513
MGlcn181_rl,"released mucin-type O-glycan No 181","C74H119N7O52",1937.6882572055
MGlcn182,"mucin-type O-glycan No 182","C22H37N2O14X",553.2244789075
MGlcn182_rl,"released mucin-type O-glycan No 182","C22H38N2O15",570.2272185617
MGlcn183,"mucin-type O-glycan No 183","C41H66N4O28X",1062.3863575582
MGlcn183_rl,"released mucin-type O-glycan No 183","C41H67N4O29",1079.3890972124
MGlcn185,"mucin-type O-glycan No 185","C30H50N3O20X",772.2987660626
MGlcn185_rl,"released mucin-type O-glycan No 185","C30H51N3O21",789.3015057168
MGlcn186,"mucin-type O-glycan No 186","C47H76N4O33X",1224.4391809897
MGlcn186_rl,"released mucin-type O-glycan No 186","C47H77N4O34",1241.4419206439
MGlcn187,"mucin-type O-glycan No 187","C47H76N4O33X",1224.4391809897
MGlcn187_rl,"released mucin-type O-glycan No 187","C47H77N4O34",1241.4419206439
MGlcn188,"mucin-type O-glycan No 188","C58H92N5O41X",1514.5267724853
MGlcn188_rl,"released mucin-type O-glycan No 188","C58H93N5O42",1531.5295121395
MGlcn189,"mucin-type O-glycan No 189","C36H60N3O25X",934.3515894941
MGlcn189_rl,"released mucin-type O-glycan No 189","C36H61N3O26",951.3543291483
MGlcn19,"mucin-type O-glycan No 19","C66H109N6O45X",1705.6425305246
MGlcn19_rl,"released mucin-type O-glycan No 19","C66H110N6O46",1722.6452701788
MGlcn190,"mucin-type O-glycan No 190","C55H89N5O38X",1427.5185535227
MGlcn190_rl,"released mucin-type O-glycan No 190","C55H90N5O39",1444.5212931769
MGlcn191,"mucin-type O-glycan No 191","C55H89N5O38X",1427.5185535227
MGlcn191_rl,"released mucin-type O-glycan No 191","C55H90N5O39",1444.5212931769
MGlcn192,"mucin-type O-glycan No 192","C66H105N6O46X",1717.6061450183
MGlcn192_rl,"released mucin-type O-glycan No 192","C66H106N6O47",1734.6088846725
MGlcn193,"mucin-type O-glycan No 193","C44H73N4O30X",1137.4309620271
MGlcn193_rl,"released mucin-type O-glycan No 193","C44H74N4O31",1154.4337016813
MGlcn194,"mucin-type O-glycan No 194","C44H73N4O30X",1137.4309620271
MGlcn194_rl,"released mucin-type O-glycan No 194","C44H74N4O31",1154.4337016813
MGlcn195,"mucin-type O-glycan No 195","C26H44NO19X",674.2507532375
MGlcn195_rl,"released mucin-type O-glycan No 195","C26H45NO20",691.2534928917
MGlcn196,"mucin-type O-glycan No 196","C20H34NO15X",528.1928444281
MGlcn196_rl,"released mucin-type O-glycan No 196","C20H35NO16",545.1955840823
MGlcn2,"mucin-type O-glycan No 2","C27H43N3O18X",697.2541615937
MGlcn2_rl,"released mucin-type O-glycan No 2","C27H44N3O19",714.2569012479
MGlcn20,"mucin-type O-glycan No 20","C44H73N4O30X",1137.4309620271
MGlcn20_rl,"released mucin-type O-glycan No 20","C44H74N4O31",1154.4337016813
MGlcn21,"mucin-type O-glycan No 21","C58H96N5O40X",1502.5631579916
MGlcn21_rl,"released mucin-type O-glycan No 21","C58H97N5O41",1519.5658976458
MGlcn22,"mucin-type O-glycan No 22","C20H34NO14X",512.197929806
MGlcn22_rl,"released mucin-type O-glycan No 22","C20H35NO15",529.2006694602
MGlcn23,"mucin-type O-glycan No 23","C28H47N2O19X",715.277302339
MGlcn23_rl,"released mucin-type O-glycan No 23","C28H48N2O20",732.2800419932
MGlcn24,"mucin-type O-glycan No 24","C28H47N2O19X",715.277302339
MGlcn24_rl,"released mucin-type O-glycan No 24","C28H48N2O20",732.2800419932
MGlcn25,"mucin-type O-glycan No 25","C34H57N2O24X",877.3301257705
MGlcn25_rl,"released mucin-type O-glycan No 25","C34H58N2O25",894.3328654247
MGlcn26,"mucin-type O-glycan No 26","C34H57N2O24X",877.3301257705
MGlcn26_rl,"released mucin-type O-glycan No 26","C34H58N2O25",894.3328654247
MGlcn27,"mucin-type O-glycan No 27","C34H57N2O24X",877.3301257705
MGlcn27_rl,"released mucin-type O-glycan No 27","C34H58N2O25",894.3328654247
MGlcn28,"mucin-type O-glycan No 28","C34H57N2O24X",877.3301257705
MGlcn28_rl,"released mucin-type O-glycan No 28","C34H58N2O25",894.3328654247
MGlcn29,"mucin-type O-glycan No 29","C36H60N3O24X",918.356674872
MGlcn29_rl,"released mucin-type O-glycan No 29","C36H61N3O25",935.3594145262
MGlcn3,"mucin-type O-glycan No 3","C33H53N3O23X",859.3069850252
MGlcn3_rl,"released mucin-type O-glycan No 3","C33H54N3O24",876.3097246794
MGlcn30,"mucin-type O-glycan No 30","C40H67N2O28X",1023.3880345799
MGlcn30_rl,"released mucin-type O-glycan No 30","C40H68N2O29",1040.3907742341
MGlcn31,"mucin-type O-glycan No 31","C40H67N2O29X",1039.382949202
MGlcn31_rl,"released mucin-type O-glycan No 31","C40H68N2O30",1056.3856888562
MGlcn32,"mucin-type O-glycan No 32","C42H70N3O29X",1080.4094983035
MGlcn32_rl,"released mucin-type O-glycan No 32","C42H71N3O30",1097.4122379577
MGlcn33,"mucin-type O-glycan No 33","C46H77N2O32X",1169.4459433893
MGlcn33_rl,"released mucin-type O-glycan No 33","C46H78N2O33",1186.4486830435
MGlcn34,"mucin-type O-glycan No 34","C46H77N2O33X",1185.4408580114
MGlcn34_rl,"released mucin-type O-glycan No 34","C46H78N2O34",1202.4435976656
MGlcn35,"mucin-type O-glycan No 35","C46H77N2O33X",1185.4408580114
MGlcn35_rl,"released mucin-type O-glycan No 35","C46H78N2O34",1202.4435976656
MGlcn36,"mucin-type O-glycan No 36","C46H77N2O33X",1185.4408580114
MGlcn36_rl,"released mucin-type O-glycan No 36","C46H78N2O34",1202.4435976656
MGlcn37,"mucin-type O-glycan No 37","C48H80N3O33X",1226.4674071129
MGlcn37_rl,"released mucin-type O-glycan No 37","C48H81N3O34",1243.4701467671
MGlcn38,"mucin-type O-glycan No 38","C48H80N3O33X",1226.4674071129
MGlcn38_rl,"released mucin-type O-glycan No 38","C48H81N3O34",1243.4701467671
MGlcn39,"mucin-type O-glycan No 39","C22H37N2O15X",569.2193935296
MGlcn39_rl,"released mucin-type O-glycan No 39","C22H38N2O16",586.2221331838
MGlcn4,"mucin-type O-glycan No 4","C47H76N4O33X",1224.4391809897
MGlcn4_rl,"released mucin-type O-glycan No 4","C47H77N4O34",1241.4419206439
MGlcn40,"mucin-type O-glycan No 40","C48H80N3O33X",1226.4674071129
MGlcn40_rl,"released mucin-type O-glycan No 40","C48H81N3O34",1243.4701467671
MGlcn41,"mucin-type O-glycan No 41","C50H83N4O34X",1283.4888708365
MGlcn41_rl,"released mucin-type O-glycan No 41","C50H84N4O35",1300.4916104907
MGlcn42,"mucin-type O-glycan No 42","C52H87N2O38X",1347.4936814429
MGlcn42_rl,"released mucin-type O-glycan No 42","C52H88N2O39",1364.4964210971
MGlcn45,"mucin-type O-glycan No 45","C28H47N2O20X",731.2722169611
MGlcn45_rl,"released mucin-type O-glycan No 45","C28H48N2O21",748.2749566153
MGlcn46,"mucin-type O-glycan No 46","C28H47N2O20X",731.2722169611
MGlcn46_rl,"released mucin-type O-glycan No 46","C28H48N2O21",748.2749566153
MGlcn47,"mucin-type O-glycan No 47","C42H70N3O29X",1080.4094983035
MGlcn47_rl,"released mucin-type O-glycan No 47","C42H71N3O30",1097.4122379577
MGlcn48,"mucin-type O-glycan No 48","C25H40N2O18X",656.2276124922
MGlcn48_rl,"released mucin-type O-glycan No 48","C25H41N2O19",673.2303521464
MGlcn5,"mucin-type O-glycan No 5","C55H89N5O38X",1427.5185535227
MGlcn5_rl,"released mucin-type O-glycan No 5","C55H90N5O39",1444.5212931769
MGlcn50,"mucin-type O-glycan No 50","C31H50N2O22X",802.2855213016
MGlcn50_rl,"released mucin-type O-glycan No 50","C31H51N2O23",819.2882609558
MGlcn51,"mucin-type O-glycan No 51","C33H53N3O23X",859.3069850252
MGlcn51_rl,"released mucin-type O-glycan No 51","C33H54N3O24",876.3097246794
MGlcn53,"mucin-type O-glycan No 53","C39H63N3O28X",1021.3598084567
MGlcn53_rl,"released mucin-type O-glycan No 53","C39H64N3O29",1038.3625481109
MGlcn54,"mucin-type O-glycan No 54","C50H79N4O36X",1311.4473999523
MGlcn54_rl,"released mucin-type O-glycan No 54","C50H80N4O37",1328.4501396065
MGlcn55,"mucin-type O-glycan No 55","C54H90N3O38X",1388.5202305444
MGlcn55_rl,"released mucin-type O-glycan No 55","C54H91N3O39",1405.5229701986
MGlcn56,"mucin-type O-glycan No 56","C60H100N3O43X",1550.5730539759
MGlcn56_rl,"released mucin-type O-glycan No 56","C60H101N3O44",1567.5757936301
MGlcn57,"mucin-type O-glycan No 57","C58H96N5O40X",1502.5631579916
MGlcn57_rl,"released mucin-type O-glycan No 57","C58H97N5O41",1519.5658976458
MGlcn58,"mucin-type O-glycan No 58","C58H96N5O40X",1502.5631579916
MGlcn58_rl,"released mucin-type O-glycan No 58","C58H97N5O41",1519.5658976458
MGlcn59,"mucin-type O-glycan No 59","C86H138N7O60X",2228.7962497922
MGlcn59_rl,"released mucin-type O-glycan No 59","C86H139N7O61",2245.7989894464
MGlcn6,"mucin-type O-glycan No 6","C75H122N6O52X",1938.7086582966
MGlcn6_rl,"released mucin-type O-glycan No 6","C75H123N6O53",1955.7113979508
MGlcn60,"mucin-type O-glycan No 60","C86H138N7O60X",2228.7962497922
MGlcn60_rl,"released mucin-type O-glycan No 60","C86H139N7O61",2245.7989894464
MGlcn61,"mucin-type O-glycan No 61","C64H106N5O44X",1648.621066801
MGlcn61_rl,"released mucin-type O-glycan No 61","C64H107N5O45",1665.6238064552
MGlcn62,"mucin-type O-glycan No 62","C64H106N5O44X",1648.621066801
MGlcn62_rl,"released mucin-type O-glycan No 62","C64H107N5O45",1665.6238064552
MGlcn63,"mucin-type O-glycan No 63","C64H102N5O45X",1660.5846812947
MGlcn63_rl,"released mucin-type O-glycan No 63","C64H103N5O46",1677.5874209489
MGlcn64,"mucin-type O-glycan No 64","C67H109N5O47X",1735.6292857636
MGlcn64_rl,"released mucin-type O-glycan No 64","C67H110N5O48",1752.6320254178
MGlcn65,"mucin-type O-glycan No 65","C72H115N6O51X",1879.6589684498
MGlcn65_rl,"released mucin-type O-glycan No 65","C72H116N6O52",1896.661708104
MGlcn66,"mucin-type O-glycan No 66","C50H83N4O35X",1299.4837854586
MGlcn66_rl,"released mucin-type O-glycan No 66","C50H84N4O36",1316.4865251128
MGlcn67,"mucin-type O-glycan No 67","C78H125N6O55X",2025.7168772592
MGlcn67_rl,"released mucin-type O-glycan No 67","C78H126N6O56",2042.7196169134
MGlcn68,"mucin-type O-glycan No 68","C56H93N4O39X",1445.541694268
MGlcn68_rl,"released mucin-type O-glycan No 68","C56H94N4O40",1462.5444339222
MGlcn69,"mucin-type O-glycan No 69","C40H67N2O28X",1023.3880345799
MGlcn69_rl,"released mucin-type O-glycan No 69","C40H68N2O29",1040.3907742341
MGlcn7,"mucin-type O-glycan No 7","C72H115N6O50X",1863.6640538277
MGlcn7_rl,"released mucin-type O-glycan No 7","C72H116N6O51",1880.6667934819
MGlcn70,"mucin-type O-glycan No 70","C40H67N2O28X",1023.3880345799
MGlcn70_rl,"released mucin-type O-glycan No 70","C40H68N2O29",1040.3907742341
MGlcn71,"mucin-type O-glycan No 71","C46H77N2O33X",1185.4408580114
MGlcn71_rl,"released mucin-type O-glycan No 71","C46H78N2O34",1202.4435976656
MGlcn72,"mucin-type O-glycan No 72","C30H50N3O20X",772.2987660626
MGlcn72_rl,"released mucin-type O-glycan No 72","C30H51N3O21",789.3015057168
MGlcn73,"mucin-type O-glycan No 73","C22H37N2O15X",569.2193935296
MGlcn73_rl,"released mucin-type O-glycan No 73","C22H38N2O16",586.2221331838
MGlcn74,"mucin-type O-glycan No 74","C34H57N2O24X",877.3301257705
MGlcn74_rl,"released mucin-type O-glycan No 74","C34H58N2O25",894.3328654247
MGlcn75,"mucin-type O-glycan No 75","C40H67N2O28X",1023.3880345799
MGlcn75_rl,"released mucin-type O-glycan No 75","C40H68N2O29",1040.3907742341
MGlcn76,"mucin-type O-glycan No 76","C40H67N2O28X",1023.3880345799
MGlcn76_rl,"released mucin-type O-glycan No 76","C40H68N2O29",1040.3907742341
MGlcn77,"mucin-type O-glycan No 77","C28H47N2O20X",731.2722169611
MGlcn77_rl,"released mucin-type O-glycan No 77","C28H48N2O21",748.2749566153
MGlcn78,"mucin-type O-glycan No 78","C28H47N2O20X",731.2722169611
MGlcn78_rl,"released mucin-type O-glycan No 78","C28H48N2O21",748.2749566153
MGlcn79,"mucin-type O-glycan No 79","C28H47N2O20X",731.2722169611
MGlcn79_rl,"released mucin-type O-glycan No 79","C28H48N2O21",748.2749566153
MGlcn8,"mucin-type O-glycan No 8","C80H128N7O56X",2082.7383409828
MGlcn8_rl,"released mucin-type O-glycan No 8","C80H129N7O57",2099.741080637
MGlcn80,"mucin-type O-glycan No 80","C42H70N3O29X",1080.4094983035
MGlcn80_rl,"released mucin-type O-glycan No 80","C42H71N3O30",1097.4122379577
MGlcn81,"mucin-type O-glycan No 81","C58H92N5O41X",1514.5267724853
MGlcn81_rl,"released mucin-type O-glycan No 81","C58H93N5O42",1531.5295121395
MGlcn82,"mucin-type O-glycan No 82","C36H60N3O25X",934.3515894941
MGlcn82_rl,"released mucin-type O-glycan No 82","C36H61N3O26",951.3543291483
MGlcn83,"mucin-type O-glycan No 83","C36H60N3O25X",934.3515894941
MGlcn83_rl,"released mucin-type O-glycan No 83","C36H61N3O26",951.3543291483
MGlcn84,"mucin-type O-glycan No 84","C42H70N3O29X",1080.4094983035
MGlcn84_rl,"released mucin-type O-glycan No 84","C42H71N3O30",1097.4122379577
MGlcn85,"mucin-type O-glycan No 85","C42H70N3O29X",1080.4094983035
MGlcn85_rl,"released mucin-type O-glycan No 85","C42H71N3O30",1097.4122379577
MGlcn86,"mucin-type O-glycan No 86","C42H70N3O29X",1080.4094983035
MGlcn86_rl,"released mucin-type O-glycan No 86","C42H71N3O30",1097.4122379577
MGlcn87,"mucin-type O-glycan No 87","C42H70N3O29X",1080.4094983035
MGlcn87_rl,"released mucin-type O-glycan No 87","C42H71N3O30",1097.4122379577
MGlcn88,"mucin-type O-glycan No 88","C66H105N6O46X",1717.6061450183
MGlcn88_rl,"released mucin-type O-glycan No 88","C66H106N6O47",1734.6088846725
MGlcn89,"mucin-type O-glycan No 89","C44H73N4O30X",1137.4309620271
MGlcn89_rl,"released mucin-type O-glycan No 89","C44H74N4O31",1154.4337016813
MGlcn9,"mucin-type O-glycan No 9","C94H151N8O65X",2431.8756223252
MGlcn9_rl,"released mucin-type O-glycan No 9","C94H152N8O66",2448.8783619794
MGlcn90,"mucin-type O-glycan No 90","C40H67N2O29X",1039.382949202
MGlcn90_rl,"released mucin-type O-glycan No 90","C40H68N2O30",1056.3856888562
MGlcn91,"mucin-type O-glycan No 91","C40H67N2O29X",1039.382949202
MGlcn91_rl,"released mucin-type O-glycan No 91","C40H68N2O30",1056.3856888562
MGlcn92,"mucin-type O-glycan No 92","C40H67N2O29X",1039.382949202
MGlcn92_rl,"released mucin-type O-glycan No 92","C40H68N2O30",1056.3856888562
MGlcn93,"mucin-type O-glycan No 93","C40H67N2O29X",1039.382949202
MGlcn93_rl,"released mucin-type O-glycan No 93","C40H68N2O30",1056.3856888562
MGlcn94,"mucin-type O-glycan No 94","C40H67N2O29X",1039.382949202
MGlcn94_rl,"released mucin-type O-glycan No 94","C40H68N2O30",1056.3856888562
MGlcn95,"mucin-type O-glycan No 95","C40H67N2O29X",1039.382949202
MGlcn95_rl,"released mucin-type O-glycan No 95","C40H68N2O30",1056.3856888562
MGlcn96,"mucin-type O-glycan No 96","C40H67N2O29X",1039.382949202
MGlcn96_rl,"released mucin-type O-glycan No 96","C40H68N2O30",1056.3856888562
MGlcn97,"mucin-type O-glycan No 97","C34H57N2O25X",893.3250403926
MGlcn97_rl,"released mucin-type O-glycan No 97","C34H58N2O26",910.3277800468
MGlcn98,"mucin-type O-glycan No 98","C48H80N3O34X",1242.462321735
MGlcn98_rl,"released mucin-type O-glycan No 98","C48H81N3O35",1259.4650613892
MGlcn99,"mucin-type O-glycan No 99","C48H80N3O34X",1242.462321735
MGlcn99_rl,"released mucin-type O-glycan No 99","C48H81N3O35",1259.4650613892
mgnf,"Magnoflorine","C20H24NO4",342.170533264
mh4mpt,"5-Methyl-5,6,7,8-tetrahydromethanopterin","C31H44N6O16P",787.2551409072
mhglz,"Methyl-hydroxy-gliclazide","C15H20N3O4S",338.117451836
mhista,"N(tele)-methylhistaminium","C6H12N3",126.1031224008
mhpglu,"5-Methyltetrahydropteroyltri-L-glutamate","C30H35N9O12",713.2405176355
mi13456p,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)","C6H7O21P5",569.8167898388
mi1345p,"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)","C6H8O18P4",491.8661094946
mi1346p,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)","C6H8O18P4",491.8661094946
mi134p,"1D-myo-inositol 1,3,4-trisphosphate(6-)","C6H9O15P3",413.9154291504
mi13p,"1D-myo-Inositol 1,3-bisphosphate","C6H10O12P2",335.9647488062
mi1456p,"1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)","C6H8O18P4",491.8661094946
mi145p,"1D-myo-inositol 1,4,5-trisphosphate(6-)","C6H9O15P3",413.9154291504
mi14p,"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate","C6H10O12P2",335.9647488062
mi1p_D,"1D-myo-inositol 1-phosphate(2-)","C6H11O9P",258.014068462
mi3456p,"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)","C6H8O18P4",491.8661094946
mi34p,"1D-myo-Inositol 3,4-bisphosphate","C6H10O12P2",335.9647488062
mi3p_D,"1D-myo-inositol 3-phosphate(2-)","C6H11O9P",258.014068462
mi4p_D,"1D-myo-inositol 4-phosphate(2-)","C6H11O9P",258.014068462
micit,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate","C7H7O7",203.0191775794
minohp,"myo-inositol hexakisphosphate(12-)","C6H6O24P6",647.767470183
miso,"Misonidazole","C7H11N3O4",201.0749558571
miso_glc,"Misonidazole Glucuronide","C13H18N3O10",376.0992188144
mlbtl,"Melibiitol","C12H24O11",344.1318616135
mlemt,"Maleamate","C4H4NO3",114.0191179999
mlthf,"5,10-Methylenetetrahydrofolate","C20H21N7O6",455.1553314431
mma,"methylammonium","C1H6N",32.0500241978
mmcoa_R,"(R)-methylmalonyl-CoA(5-)","C25H35N7O19P3S",862.0921271998
mmcoa_S,"(S)-methylmalonyl-CoA(5-)","C25H35N7O19P3S",862.0921271998
mmcoapyrct,"[Methylmalonyl-CoA:pyruvate carboxytransferase]","C17H27N5O4R2S",397.1783750711
mmet,"S-Methyl-L-methionine","C6H14NO2S",164.0745243888
mmql7,"methymenaquinol 7 (iSO783)","C47H68O2",664.521931427
mmqn7,"methylmenaquinone 7 (iSO783)","C47H66O2",662.5062813628
mmtsa,"(S)-Methylmalonate semialdehyde","C4H5O3",101.0238690268
mn,"beta-1,4-mannose-N-acetylglucosamine","C14H25NO11",383.1427606508
mn2,"Mn2+","Mn",0
mnl,"D-Mannitol","C6H14O6",182.079038182
mnl1p,"D-Mannitol 1-phosphate","C6H13O9P",260.0297185262
mntd,"Mononucleotide","C5H9O7PR",212.0085891536
mnthlctn,"Mentholactone","C10H18O2",170.130679822
moaa,"Methyloxaloacetate","C5H4O5",144.0058732389
mobd,"Molybdate","MoO4",161.8850662884
Moco,"Molybdenum_cofactor","X",0
mops,"3-(n-Morpholino)Propanesulfonic Acid","C7H14NO4S",208.064353633
mpdol_L,"beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog","C1300H2128N20O220P20",22163.0695954748
mpdol_U,"beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog","C1245H2040N20O220P20",21414.38099265
mpept,"average_milk_derived_peptide","X",0
mphze,"Methanophenazine","C37H50N2O",538.3923142375
mppp9,"Mg-protoporphyrin IX (iMEO21, iAF692)","C34H31N4O4Mg",583.2195724043
mppp9mme,"Mg-Protoporphyrin IX 13-monomethyl ester","C35H33N4O4Mg",597.2352224685
MPT,"molybdopterin","X",0
mptp,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine, MPTP","C12H15N",173.1204494867
mql10,"Menaquinol 10","C61H90O2",854.6940821332
mql11,"Menaquinol 11","C66H98O2",922.75668239
mql6,"Menaquinol 6","C41H58O2",582.443681106
mql7,"Menaquinol 7","C46H66O2",650.5062813628
mql8,"Menaquinol 8","C51H74O2",718.5688816196
mql9,"Menaquinol 9","C56H82O2",786.6314818764
mqn10,"Menaquinone-10","C61H88O2",852.678432069
mqn11,"Menaquinone-11","C66H96O2",920.7410323258
mqn6,"Menaquinone 6","C41H56O2",580.4280310418
mqn7,"Menaquinone 7","C46H64O2",648.4906312986
mqn8,"Menaquinone 8","C51H72O2",716.5532315554
mqn9,"Menaquinone-9","C56H80O2",784.6158318122
mrctn,"Myricetin","C15H9O8",317.0297422657
mrphn,"Morphine","C17H19NO3",285.1364934814
mrphn_3glc,"Morphine 3-Glucuronide","C23H27NO9",461.1685814708
mrphn_6glc,"Morphine 6-Glucuronide","C23H27NO9",461.1685814708
mrphnn,"Morphinone","C17H17NO3",283.1208434172
msa,"3-oxopropanoate","C3H3O3",87.0082189626
mso3,"methanesulfonate","CH3O3S",94.9802896526
mtethnpn,"5,10-Methylenetetrahydromethanopterin","C31H42N6O16P",785.239490843
mthd,"Methylenediurea","C3H8N4O2",132.0647255218
mthgxl,"methylglyoxal","C3H4O2",72.0211293726
mthmcn,"Methymycin","C25H44NO7",470.3117777723
mthtcnt,"Methylitaconate","C6H6O4",142.026608681
mtlt,"m-toluate","C8H7O2",135.0446044689
mtpp,"3-methylthiopropionate","X",0
mtth4mpt,"5,10-Methenyl-5,6,7,8-tetrahydromethanopterin","C31H41N6O16P",784.2316658109
mtym,"m-Tyramine","C8H12NO",138.0918890125
mtz,"Metronidazole","C6H9N3O3",171.0643911708
mtz_glc,"Metronidazole Beta-D-Glucuronide","C12H16N3O9",346.0886541281
mucl,"mucolactone","C6H5O4",141.0187836489
murein_lpp,"Braun lipoprotein conjugated with murein","C385H645N102O139S2",8985.5979680868
murein3p3p,"two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)","C68H104N12O38",1696.6574470406
murein3p4p,"two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)","C71H107N13O38",1749.6839961421
murein3px3p,"two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)","C68H102N12O37",1678.6468823543
murein3px4p,"two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)","C71H107N13O38",1749.6839961421
murein4p3p,"two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)","C71H109N13O39",1767.6945608284
murein4p4p,"two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)","C74H114N14O40",1838.7316746162
murein4px4p,"two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)","C74H112N14O39",1820.7211099299
murein4px4p4p,"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (mid... <Preview truncated at 128 characters>","C111H169N21O59",2740.086947238
murein4px4px4p,"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapepti... <Preview truncated at 128 characters>","C111H167N21O58",2722.0763825517
murein5p3p,"two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)","C74H114N14O40",1838.7316746162
murein5p4p,"two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)","C77H119N15O41",1909.768788404
murein5p5p,"two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)","C80H124N16O42",1980.8059021918
murein5p5p5p,"three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)","C120H186N24O63",2971.2088532877
murein5px3p,"two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)","C74H112N14O39",1820.7211099299
